CustomerID,PurchaseFrequency,CohortMonth,FrequencySegment
17873,5,01-12-2010,High Frequency
17874,6,01-06-2011,High Frequency
17877,1,,Low Frequency
17878,1,,Low Frequency
17879,1,,Low Frequency
17880,1,01-12-2010,Low Frequency
17881,1,01-02-2011,Low Frequency
17883,4,01-04-2011,Medium Frequency
17884,4,01-12-2010,Medium Frequency
17885,1,,Low Frequency
17886,3,01-04-2011,Medium Frequency
17887,1,01-08-2011,Low Frequency
17888,8,01-05-2011,High Frequency
17889,2,01-05-2011,Medium Frequency
17890,2,,Medium Frequency
17891,1,,Low Frequency
17892,3,01-07-2011,Medium Frequency
17893,1,,Low Frequency
17894,8,01-12-2010,High Frequency
17895,1,,Low Frequency
17896,1,,Low Frequency
17897,3,01-12-2010,Medium Frequency
17898,2,,Medium Frequency
17899,1,01-07-2011,Low Frequency
17900,2,01-06-2011,Medium Frequency
17901,1,01-11-2011,Low Frequency
17904,1,,Low Frequency
17905,4,01-12-2010,Medium Frequency
17906,1,01-04-2011,Low Frequency
17908,1,01-12-2010,Low Frequency
17911,1,,Low Frequency
17912,5,01-12-2010,High Frequency
17913,2,01-10-2011,Medium Frequency
17914,1,01-12-2011,Low Frequency
17917,3,01-12-2010,Medium Frequency
17919,1,01-09-2011,Low Frequency
17920,17,01-12-2010,High Frequency
17921,4,01-10-2011,Medium Frequency
17923,1,01-03-2011,Low Frequency
17924,7,01-12-2010,High Frequency
17925,1,01-12-2010,Low Frequency
17926,2,,Medium Frequency
17928,2,01-04-2011,Medium Frequency
17929,4,01-02-2011,Medium Frequency
17930,5,01-10-2011,High Frequency
17931,2,,Medium Frequency
17932,3,01-05-2011,Medium Frequency
17934,2,01-10-2011,Medium Frequency
17935,2,,Medium Frequency
17936,1,01-12-2011,Low Frequency
17937,7,01-12-2010,High Frequency
17939,1,01-07-2011,Low Frequency
17940,10,01-02-2011,High Frequency
17941,1,01-08-2011,Low Frequency
17942,1,01-12-2011,Low Frequency
17946,2,,Medium Frequency
17947,1,01-11-2011,Low Frequency
17948,1,,Low Frequency
17949,45,01-12-2010,High Frequency
17950,3,01-12-2010,Medium Frequency
17951,3,01-12-2010,Medium Frequency
17954,12,01-12-2010,High Frequency
17955,4,01-05-2011,Medium Frequency
17956,1,01-04-2011,Low Frequency
17957,1,01-10-2011,Low Frequency
17958,1,,Low Frequency
17960,1,,Low Frequency
17961,39,01-12-2010,High Frequency
17962,1,,Low Frequency
17964,2,01-12-2010,Medium Frequency
17965,14,01-12-2010,High Frequency
17966,5,01-06-2011,High Frequency
17967,1,01-12-2010,Low Frequency
17968,1,01-12-2010,Low Frequency
17969,2,,Medium Frequency
17970,1,01-05-2011,Low Frequency
17972,1,01-04-2011,Low Frequency
17973,1,,Low Frequency
17974,3,01-05-2011,Medium Frequency
17975,13,01-12-2010,High Frequency
17976,1,01-12-2010,Low Frequency
17977,1,01-11-2011,Low Frequency
17978,1,01-12-2010,Low Frequency
17979,4,01-11-2011,Medium Frequency
17980,3,,Medium Frequency
17984,1,,Low Frequency
17985,1,,Low Frequency
17986,1,,Low Frequency
17987,1,01-06-2011,Low Frequency
17988,7,01-07-2011,High Frequency
17990,3,,Medium Frequency
17991,2,,Medium Frequency
17994,4,01-03-2011,Medium Frequency
17995,1,01-03-2011,Low Frequency
17997,8,01-07-2011,High Frequency
17999,2,01-12-2010,Medium Frequency
18001,2,,Medium Frequency
18004,1,01-12-2010,Low Frequency
18005,2,01-12-2011,Medium Frequency
18006,1,,Low Frequency
18008,9,01-04-2011,High Frequency
18009,1,,Low Frequency
18010,1,,Low Frequency
18011,1,01-12-2010,Low Frequency
18013,2,01-07-2011,Medium Frequency
18014,1,01-11-2011,Low Frequency
18015,1,01-12-2011,Low Frequency
18016,5,01-12-2010,High Frequency
18017,3,01-02-2011,Medium Frequency
18018,2,,Medium Frequency
18019,1,,Low Frequency
18022,1,01-11-2011,Low Frequency
18024,2,01-07-2011,Medium Frequency
18027,1,01-09-2011,Low Frequency
18030,2,01-12-2011,Medium Frequency
18032,1,01-01-2011,Low Frequency
18033,1,01-10-2011,Low Frequency
18034,2,,Medium Frequency
18035,3,01-11-2011,Medium Frequency
18036,3,01-04-2011,Medium Frequency
18037,6,01-12-2010,High Frequency
18040,2,01-04-2011,Medium Frequency
18041,21,01-12-2010,High Frequency
18042,1,,Low Frequency
18043,3,01-12-2010,Medium Frequency
18044,10,01-03-2011,High Frequency
18045,1,,Low Frequency
18048,2,,Medium Frequency
18050,1,,Low Frequency
18053,1,,Low Frequency
18055,10,01-12-2010,High Frequency
18056,1,,Low Frequency
18058,1,,Low Frequency
18059,3,01-10-2011,Medium Frequency
18061,10,01-12-2010,High Frequency
18062,3,01-01-2011,Medium Frequency
18064,2,,Medium Frequency
18065,14,01-12-2010,High Frequency
18066,1,,Low Frequency
18067,1,,Low Frequency
18068,1,,Low Frequency
18069,5,01-06-2011,High Frequency
18071,2,01-12-2010,Medium Frequency
18072,1,01-06-2011,Low Frequency
18073,12,01-06-2011,High Frequency
18074,1,01-12-2010,Low Frequency
18075,10,01-02-2011,High Frequency
18077,11,01-12-2010,High Frequency
18078,2,01-05-2011,Medium Frequency
18079,4,01-08-2011,Medium Frequency
18080,2,01-04-2011,Medium Frequency
18081,3,01-11-2011,Medium Frequency
18082,1,,Low Frequency
18084,1,,Low Frequency
18085,2,01-12-2010,Medium Frequency
18086,1,01-03-2011,Low Frequency
18087,2,01-09-2011,Medium Frequency
18088,1,01-10-2011,Low Frequency
18092,11,01-12-2010,High Frequency
18093,4,01-02-2011,Medium Frequency
18094,7,01-05-2011,High Frequency
18095,2,01-01-2011,Medium Frequency
18096,3,01-10-2011,Medium Frequency
18097,6,01-01-2011,High Frequency
18099,1,01-08-2011,Low Frequency
18101,2,,Medium Frequency
18102,60,01-12-2010,High Frequency
18104,1,01-11-2011,Low Frequency
18105,1,01-11-2011,Low Frequency
18106,1,,Low Frequency
18108,1,,Low Frequency
18109,26,01-12-2010,High Frequency
18110,1,,Low Frequency
18112,2,,Medium Frequency
18113,1,01-12-2010,Low Frequency
18114,1,,Low Frequency
18116,8,01-12-2010,High Frequency
18117,1,,Low Frequency
18118,26,01-12-2010,High Frequency
18119,1,01-12-2010,Low Frequency
18120,1,01-05-2011,Low Frequency
18121,2,01-07-2011,Medium Frequency
18122,6,01-07-2011,High Frequency
18123,2,01-11-2011,Medium Frequency
18125,4,01-11-2011,Medium Frequency
18126,1,01-10-2011,Low Frequency
18127,3,,Medium Frequency
18129,1,01-04-2011,Low Frequency
18130,3,01-11-2011,Medium Frequency
18133,1,01-05-2011,Low Frequency
18135,5,01-06-2011,High Frequency
18136,3,01-05-2011,Medium Frequency
18138,1,,Low Frequency
18139,6,,High Frequency
18142,2,01-05-2011,Medium Frequency
18143,2,,Medium Frequency
18144,12,01-12-2010,High Frequency
18145,4,,Medium Frequency
18146,2,01-05-2011,Medium Frequency
18147,2,,Medium Frequency
18149,3,01-03-2011,Medium Frequency
18150,3,01-11-2011,Medium Frequency
18151,2,,Medium Frequency
18154,2,01-12-2011,Medium Frequency
18155,3,,Medium Frequency
18156,2,01-12-2010,Medium Frequency
18158,2,01-09-2011,Medium Frequency
18159,1,01-02-2011,Low Frequency
18160,2,,Medium Frequency
18161,5,01-04-2011,High Frequency
18164,1,01-11-2011,Low Frequency
18165,1,,Low Frequency
18167,3,01-11-2011,Medium Frequency
18168,6,01-12-2010,High Frequency
18169,1,01-10-2011,Low Frequency
18170,3,01-05-2011,Medium Frequency
18171,5,01-01-2011,High Frequency
18172,20,01-05-2011,High Frequency
18173,4,01-03-2011,Medium Frequency
18174,1,01-12-2011,Low Frequency
18176,1,,Low Frequency
18177,6,01-07-2011,High Frequency
18178,4,01-12-2010,Medium Frequency
18179,6,01-01-2011,High Frequency
18180,6,01-09-2011,High Frequency
18181,1,,Low Frequency
18183,2,01-03-2011,Medium Frequency
18184,1,,Low Frequency
18185,1,01-04-2011,Low Frequency
18188,3,,Medium Frequency
18189,2,,Medium Frequency
18190,2,,Medium Frequency
18191,1,,Low Frequency
18192,1,,Low Frequency
18193,1,,Low Frequency
18194,1,,Low Frequency
18196,2,01-09-2011,Medium Frequency
18198,17,01-01-2011,High Frequency
18200,1,,Low Frequency
18202,3,01-02-2011,Medium Frequency
18203,1,01-07-2011,Low Frequency
18204,3,,Medium Frequency
18205,2,01-11-2011,Medium Frequency
18209,1,01-11-2011,Low Frequency
18210,6,01-11-2011,High Frequency
18211,5,01-03-2011,High Frequency
18212,1,,Low Frequency
18213,1,,Low Frequency
18215,1,01-09-2011,Low Frequency
18216,1,01-11-2011,Low Frequency
18217,2,01-11-2011,Medium Frequency
18218,2,01-03-2011,Medium Frequency
18219,10,01-12-2010,High Frequency
18220,1,,Low Frequency
18221,5,01-05-2011,High Frequency
18222,1,01-09-2011,Low Frequency
18223,14,01-03-2011,High Frequency
18224,1,,Low Frequency
18225,12,01-12-2010,High Frequency
18226,11,01-01-2011,High Frequency
18227,1,01-05-2011,Low Frequency
18228,2,,Medium Frequency
18229,20,01-12-2010,High Frequency
18230,7,01-02-2011,High Frequency
18231,5,,High Frequency
18232,4,01-07-2011,Medium Frequency
18233,1,,Low Frequency
18235,3,01-05-2011,Medium Frequency
18236,6,01-06-2011,High Frequency
18237,5,01-08-2011,High Frequency
18239,5,01-12-2010,High Frequency
18240,1,,Low Frequency
18241,17,01-05-2011,High Frequency
18242,4,01-05-2011,Medium Frequency
18245,7,01-05-2011,High Frequency
18246,2,,Medium Frequency
18248,2,01-06-2011,Medium Frequency
18249,1,,Low Frequency
18250,1,01-02-2011,Low Frequency
18251,1,,Low Frequency
18252,2,,Medium Frequency
18255,1,01-09-2011,Low Frequency
18257,8,01-10-2011,High Frequency
18259,3,01-12-2010,Medium Frequency
18260,6,01-01-2011,High Frequency
18261,2,01-09-2011,Medium Frequency
18262,1,,Low Frequency
18263,3,01-04-2011,Medium Frequency
18265,2,01-07-2011,Medium Frequency
18268,1,,Low Frequency
18269,1,01-12-2010,Low Frequency
18270,2,01-11-2011,Medium Frequency
18272,6,01-04-2011,High Frequency
18273,3,01-09-2011,Medium Frequency
18274,1,01-11-2011,Low Frequency
18276,1,,Low Frequency
18277,1,01-10-2011,Low Frequency
18278,1,,Low Frequency
18280,1,01-03-2011,Low Frequency
18281,1,01-06-2011,Low Frequency
18282,2,01-08-2011,Medium Frequency
18283,16,01-01-2011,High Frequency
18287,3,01-10-2011,Medium Frequency
